from_id,to_id,travel_time_p25,travel_time_p50,travel_time_p75
837,MKT,113,117,
837,HYW,105,108,110
838,LW,75,76,77
838,LMC,80,81,82
838,HG,106,112,117
838,MKT,94,96,97
838,HYW,103,104,105
839,LW,86,89,94
839,LMC,91,94,100
839,HG,112,116,
839,MKT,107,109,112
839,HYW,111,114,116
950S,LW,105,109,113
950S,LMC,111,115,
950S,HG,108,114,119
950S,SB,83,87,92
950S,MKT,110,113,115
950S,HYW,115,117,
975,LW,87,89,91
975,LMC,92,94,96
975,HG,87,91,96
975,SB,91,95,100
975,MKT,109,111,115
975,HYW,102,105,110
