from_id,to_id,travel_time_p25,travel_time_p50,travel_time_p75,runs_present_p50,p50_run_sd,p50_run_range
162,LW,96.0,100.0,103.0,5,0.5477225575051661,1.0
162,MKT,112.0,115.0,118.0,5,0.4472135954999579,1.0
163,HG,113.0,117.0,,5,0.5477225575051661,1.0
163,HYW,111.0,113.0,114.0,5,0.4472135954999579,1.0
163,LMC,96.0,98.0,100.0,5,0.0,0.0
163,LW,91.0,93.0,94.0,5,0.0,0.0
163,MKT,102.0,103.0,105.0,5,0.5477225575051661,1.0
164,LMC,100.0,105.0,111.0,5,0.4472135954999579,1.0
164,LW,95.0,100.0,103.0,5,0.4472135954999579,1.0
164,MKT,113.0,116.0,118.0,5,0.5477225575051661,1.0
165,HG,111.0,115.0,118.0,5,0.4472135954999579,1.0
165,HYW,112.0,115.0,117.0,5,0.8366600265340756,2.0
165,LMC,91.0,95.0,98.0,5,0.5477225575051661,1.0
165,LW,86.0,90.0,93.0,5,0.5477225575051661,1.0
165,MKT,103.0,106.0,108.0,5,0.8366600265340756,2.0
166,HG,108.0,112.0,117.0,5,0.0,0.0
166,HYW,106.0,109.0,114.0,5,0.5477225575051661,1.0
166,LMC,91.0,94.0,98.0,5,0.4472135954999579,1.0
166,LW,86.0,89.0,93.0,5,0.4472135954999579,1.0
166,MKT,97.0,100.0,105.0,5,0.5477225575051661,1.0
171,HG,104.0,108.0,113.0,5,0.0,0.0
171,HYW,108.0,110.0,112.0,5,0.5477225575051661,1.0
171,LMC,92.0,94.0,96.0,5,0.0,0.0
171,LW,87.0,89.0,91.0,5,0.0,0.0
171,MKT,98.0,100.0,103.0,5,0.4472135954999579,1.0
171,SB,115.0,118.0,,5,0.5477225575051661,1.0
172,HG,99.0,103.0,107.0,5,0.7071067811865476,2.0
172,HYW,101.0,104.0,106.0,5,0.5477225575051661,1.0
172,LMC,87.0,89.0,92.0,5,0.4472135954999579,1.0
172,LW,82.0,84.0,87.0,5,0.4472135954999579,1.0
172,MKT,92.0,94.0,97.0,5,0.5477225575051661,1.0
172,SB,111.0,115.0,119.0,5,0.4472135954999579,1.0
173,LMC,102.0,104.0,106.0,5,0.4472135954999579,1.0
173,LW,97.0,98.0,100.0,5,0.4472135954999579,1.0
173,MKT,109.0,111.0,113.0,5,0.4472135954999579,1.0
174,HG,111.0,116.0,,5,0.8366600265340756,2.0
174,HYW,103.0,105.0,107.0,5,0.0,0.0
174,LMC,85.0,86.0,88.0,5,0.5477225575051661,1.0
174,LW,80.0,81.0,83.0,5,0.5477225575051661,1.0
174,MKT,94.0,96.0,97.0,5,0.0,0.0
175,HG,95.0,100.0,106.0,5,1.0,2.0
175,HYW,98.0,99.0,101.0,5,0.0,0.0
175,LMC,83.0,84.0,85.0,5,0.0,0.0
175,LW,78.0,79.0,80.0,5,0.0,0.0
175,MKT,89.0,90.0,92.0,5,0.0,0.0
175,SB,109.0,112.0,115.0,5,0.7071067811865476,2.0
181,LMC,104.0,109.0,112.0,5,0.8944271909999159,2.0
181,LW,99.0,102.0,106.0,5,0.8944271909999159,2.0
181,MKT,115.0,118.0,,5,0.8366600265340756,2.0
182,LMC,106.0,110.0,114.0,5,0.4472135954999579,1.0
182,LW,100.0,103.0,107.0,5,0.4472135954999579,1.0
184,LMC,101.0,104.0,109.0,5,0.4472135954999579,1.0
184,LW,95.0,99.0,103.0,5,0.4472135954999579,1.0
184,MKT,111.0,116.0,119.0,5,0.8944271909999159,2.0
190,HG,111.0,116.0,,5,0.5477225575051661,1.0
190,HYW,111.0,115.0,118.0,5,0.4472135954999579,1.0
190,LMC,97.0,100.0,102.0,5,0.4472135954999579,1.0
190,LW,92.0,95.0,97.0,5,0.5477225575051661,1.0
190,MKT,102.0,106.0,109.0,5,0.7071067811865476,2.0
191,HG,110.0,115.0,119.0,5,0.8366600265340756,2.0
191,HYW,114.0,118.0,,5,0.8366600265340756,2.0
191,LMC,88.0,90.0,92.0,5,0.5477225575051661,1.0
191,LW,83.0,85.0,87.0,5,0.5477225575051661,1.0
191,MKT,108.0,113.0,119.0,5,0.5477225575051661,1.0
192,HG,111.0,115.0,,5,0.7071067811865476,2.0
192,HYW,115.0,119.0,,3,0.0,0.0
192,LMC,88.0,90.0,92.0,5,0.4472135954999579,1.0
192,LW,83.0,85.0,87.0,5,0.4472135954999579,1.0
192,MKT,110.0,114.0,118.0,5,0.0,0.0
193,LMC,106.0,108.0,111.0,5,0.0,0.0
193,LW,101.0,102.0,104.0,5,0.5477225575051661,1.0
195,LMC,100.0,102.0,104.0,5,0.4472135954999579,1.0
195,LW,95.0,96.0,98.0,5,0.4472135954999579,1.0
211,HG,72.0,75.0,80.0,5,0.5477225575051661,1.0
211,HYW,86.0,87.0,89.0,5,0.4472135954999579,1.0
211,LMC,72.0,73.0,74.0,5,0.0,0.0
211,LW,67.0,68.0,69.0,5,0.0,0.0
211,MKT,77.0,79.0,80.0,5,0.0,0.0
211,SB,81.0,83.0,85.0,5,0.4472135954999579,1.0
212,HG,68.0,73.0,78.0,5,0.8366600265340756,2.0
212,HYW,84.0,85.0,87.0,5,0.0,0.0
212,LMC,69.0,70.0,71.0,5,0.0,0.0
212,LW,64.0,65.0,66.0,5,0.0,0.0
212,MKT,75.0,76.0,77.0,5,0.0,0.0
212,SB,81.0,84.0,86.0,5,0.4472135954999579,1.0
213,HG,78.0,82.0,85.0,5,0.8366600265340756,2.0
213,HYW,83.0,85.0,86.0,5,0.5477225575051661,1.0
213,LMC,69.0,70.0,71.0,5,0.4472135954999579,1.0
213,LW,64.0,65.0,66.0,5,0.4472135954999579,1.0
213,MKT,74.0,75.0,77.0,5,0.5477225575051661,1.0
213,SB,84.0,86.0,88.0,5,0.4472135954999579,1.0
214,HG,71.0,72.0,75.0,5,0.5477225575051661,1.0
214,HYW,78.0,79.0,81.0,5,0.4472135954999579,1.0
214,LMC,64.0,65.0,67.0,5,0.0,0.0
214,LW,59.0,60.0,62.0,5,0.0,0.0
214,MKT,70.0,71.0,73.0,5,0.0,0.0
214,SB,70.0,72.0,74.0,5,0.5477225575051661,1.0
215,HG,76.0,79.0,81.0,5,0.0,0.0
215,HYW,78.0,79.0,81.0,5,0.4472135954999579,1.0
215,LMC,63.0,64.0,65.0,5,0.0,0.0
215,LW,58.0,59.0,60.0,5,0.0,0.0
215,MKT,69.0,70.0,72.0,5,0.4472135954999579,1.0
215,SB,79.0,80.0,82.0,5,0.5477225575051661,1.0
216,HG,73.0,77.0,80.0,5,0.4472135954999579,1.0
216,HYW,84.0,85.0,86.0,5,0.0,0.0
216,LMC,70.0,71.0,72.0,5,0.0,0.0
216,LW,65.0,66.0,67.0,5,0.0,0.0
216,MKT,75.0,77.0,78.0,5,0.4472135954999579,1.0
216,SB,78.0,80.0,81.0,5,0.5477225575051661,1.0
217,HG,78.0,80.0,82.0,5,0.0,0.0
217,HYW,78.0,79.0,81.0,5,0.4472135954999579,1.0
217,LMC,63.0,64.0,65.0,5,0.0,0.0
217,LW,58.0,59.0,60.0,5,0.0,0.0
217,MKT,69.0,70.0,72.0,5,0.0,0.0
217,SB,79.0,81.0,83.0,5,0.0,0.0
220,HG,74.0,78.0,80.0,5,0.5477225575051661,1.0
220,HYW,78.0,79.0,81.0,5,0.4472135954999579,1.0
220,LMC,63.0,64.0,65.0,5,0.0,0.0
220,LW,58.0,59.0,60.0,5,0.0,0.0
220,MKT,69.0,70.0,72.0,5,0.0,0.0
220,SB,79.0,81.0,83.0,5,0.4472135954999579,1.0
221,HG,79.0,81.0,84.0,5,0.0,0.0
221,HYW,79.0,80.0,82.0,5,0.0,0.0
221,LMC,64.0,65.0,66.0,5,0.0,0.0
221,LW,59.0,60.0,61.0,5,0.0,0.0
221,MKT,70.0,71.0,72.0,5,0.0,0.0
221,SB,80.0,82.0,84.0,5,0.4472135954999579,1.0
222,HG,77.0,79.0,81.0,5,0.0,0.0
222,HYW,77.0,78.0,80.0,5,0.4472135954999579,1.0
222,LMC,62.0,63.0,64.0,5,0.0,0.0
222,LW,57.0,58.0,59.0,5,0.0,0.0
222,MKT,68.0,69.0,71.0,5,0.4472135954999579,1.0
222,SB,78.0,80.0,82.0,5,0.0,0.0
225,HG,73.0,77.0,81.0,5,0.8366600265340756,2.0
225,HYW,84.0,85.0,86.0,5,0.0,0.0
225,LMC,69.0,70.0,71.0,5,0.0,0.0
225,LW,64.0,65.0,66.0,5,0.0,0.0
225,MKT,75.0,76.0,77.0,5,0.0,0.0
225,SB,81.0,83.0,84.0,5,0.4472135954999579,1.0
226,HG,79.0,83.0,87.0,5,1.0,2.0
226,HYW,87.0,88.0,90.0,5,0.4472135954999579,1.0
226,LMC,72.0,73.0,74.0,5,0.0,0.0
226,LW,67.0,68.0,69.0,5,0.0,0.0
226,MKT,78.0,79.0,81.0,5,0.4472135954999579,1.0
226,SB,88.0,90.0,92.0,5,0.4472135954999579,1.0
227,HG,78.0,81.0,83.0,5,0.5477225575051661,1.0
227,HYW,79.0,80.0,81.0,5,0.0,0.0
227,LMC,64.0,65.0,66.0,5,0.0,0.0
227,LW,59.0,60.0,61.0,5,0.0,0.0
227,MKT,69.0,71.0,72.0,5,0.0,0.0
227,SB,80.0,82.0,84.0,5,0.0,0.0
228,HG,72.0,76.0,80.0,5,0.5477225575051661,1.0
228,HYW,80.0,81.0,82.0,5,0.0,0.0
228,LMC,65.0,66.0,67.0,5,0.0,0.0
228,LW,60.0,61.0,62.0,5,0.0,0.0
228,MKT,71.0,72.0,73.0,5,0.0,0.0
228,SB,80.0,82.0,84.0,5,0.0,0.0
229,HG,73.0,77.0,80.0,5,0.8366600265340756,2.0
229,HYW,78.0,79.0,81.0,5,0.0,0.0
229,LMC,63.0,64.0,65.0,5,0.0,0.0
229,LW,58.0,59.0,60.0,5,0.0,0.0
229,MKT,69.0,70.0,72.0,5,0.0,0.0
229,SB,79.0,81.0,83.0,5,0.0,0.0
231,HG,82.0,85.0,90.0,5,0.0,0.0
231,HYW,79.0,81.0,82.0,5,0.0,0.0
231,LMC,64.0,65.0,67.0,5,0.0,0.0
231,LW,59.0,60.0,62.0,5,0.0,0.0
231,MKT,70.0,72.0,73.0,5,0.4472135954999579,1.0
231,SB,92.0,94.0,96.0,5,0.4472135954999579,1.0
232,HG,83.0,87.0,90.0,5,0.5477225575051661,1.0
232,HYW,85.0,86.0,88.0,5,0.0,0.0
232,LMC,67.0,69.0,70.0,5,0.5477225575051661,1.0
232,LW,62.0,64.0,65.0,5,0.5477225575051661,1.0
232,MKT,75.0,77.0,79.0,5,0.0,0.0
232,SB,89.0,91.0,93.0,5,0.0,0.0
233,HG,85.0,88.0,92.0,5,0.8366600265340756,2.0
233,HYW,85.0,86.0,88.0,5,0.0,0.0
233,LMC,70.0,71.0,72.0,5,0.4472135954999579,1.0
233,LW,65.0,66.0,67.0,5,0.4472135954999579,1.0
233,MKT,76.0,77.0,78.0,5,0.0,0.0
233,SB,94.0,96.0,98.0,5,0.4472135954999579,1.0
234,HG,85.0,87.0,90.0,5,0.4472135954999579,1.0
234,HYW,77.0,79.0,80.0,5,0.0,0.0
234,LMC,62.0,64.0,65.0,5,0.5477225575051661,1.0
234,LW,57.0,59.0,60.0,5,0.5477225575051661,1.0
234,MKT,68.0,70.0,71.0,5,0.5477225575051661,1.0
234,SB,90.0,92.0,94.0,5,0.7071067811865476,2.0
235,HG,81.0,85.0,91.0,5,0.4472135954999579,1.0
235,HYW,86.0,88.0,89.0,5,0.5477225575051661,1.0
235,LMC,70.0,72.0,74.0,5,0.4472135954999579,1.0
235,LW,65.0,67.0,69.0,5,0.4472135954999579,1.0
235,MKT,77.0,79.0,80.0,5,0.5477225575051661,1.0
235,SB,89.0,92.0,95.0,5,0.4472135954999579,1.0
236,HG,83.0,85.0,88.0,5,0.0,0.0
236,HYW,84.0,85.0,87.0,5,0.5477225575051661,1.0
236,LMC,70.0,71.0,72.0,5,0.0,0.0
236,LW,65.0,66.0,67.0,5,0.0,0.0
236,MKT,75.0,76.0,78.0,5,0.0,0.0
236,SB,82.0,84.0,85.0,5,0.5477225575051661,1.0
237,HG,87.0,89.0,92.0,5,0.5477225575051661,1.0
237,HYW,80.0,82.0,83.0,5,0.5477225575051661,1.0
237,LMC,66.0,67.0,68.0,5,0.0,0.0
237,LW,61.0,62.0,63.0,5,0.0,0.0
237,MKT,71.0,72.0,74.0,5,0.0,0.0
237,SB,90.0,92.0,94.0,5,0.0,0.0
241,HG,77.0,79.0,82.0,5,0.5477225575051661,1.0
241,HYW,70.0,72.0,74.0,5,0.4472135954999579,1.0
241,LMC,55.0,56.0,57.0,5,0.0,0.0
241,LW,50.0,51.0,52.0,5,0.0,0.0
241,MKT,61.0,63.0,64.0,5,0.5477225575051661,1.0
241,SB,80.0,82.0,84.0,5,0.4472135954999579,1.0
242,HG,83.0,87.0,89.0,5,0.5477225575051661,1.0
242,HYW,76.0,78.0,80.0,5,0.0,0.0
242,LMC,62.0,63.0,64.0,5,0.0,0.0
242,LW,57.0,58.0,59.0,5,0.0,0.0
242,MKT,67.0,69.0,71.0,5,0.4472135954999579,1.0
242,SB,88.0,90.0,91.0,5,0.4472135954999579,1.0
243,HG,80.0,83.0,86.0,5,0.0,0.0
243,HYW,79.0,81.0,83.0,5,0.0,0.0
243,LMC,64.0,66.0,68.0,5,0.0,0.0
243,LW,59.0,61.0,63.0,5,0.0,0.0
243,MKT,70.0,72.0,74.0,5,0.0,0.0
243,SB,83.0,85.0,87.0,5,0.5477225575051661,1.0
244,HG,83.0,86.0,89.0,5,0.0,0.0
244,HYW,78.0,80.0,82.0,5,0.4472135954999579,1.0
244,LMC,63.0,65.0,67.0,5,0.0,0.0
244,LW,58.0,60.0,62.0,5,0.0,0.0
244,MKT,69.0,71.0,73.0,5,0.0,0.0
244,SB,85.0,87.0,90.0,5,0.5477225575051661,1.0
245,HG,78.0,82.0,85.0,5,0.5477225575051661,1.0
245,HYW,81.0,82.0,84.0,5,0.5477225575051661,1.0
245,LMC,66.0,67.0,69.0,5,0.5477225575051661,1.0
245,LW,61.0,62.0,64.0,5,0.5477225575051661,1.0
245,MKT,72.0,73.0,75.0,5,0.5477225575051661,1.0
245,SB,84.0,85.0,87.0,5,0.5477225575051661,1.0
246,HG,84.0,87.0,90.0,5,0.4472135954999579,1.0
246,HYW,78.0,80.0,81.0,5,0.4472135954999579,1.0
246,LMC,64.0,65.0,66.0,5,0.4472135954999579,1.0
246,LW,59.0,60.0,61.0,5,0.4472135954999579,1.0
246,MKT,69.0,71.0,72.0,5,0.5477225575051661,1.0
246,SB,90.0,92.0,94.0,5,0.4472135954999579,1.0
247,HG,87.0,89.0,92.0,5,0.4472135954999579,1.0
247,HYW,79.0,80.0,82.0,5,0.5477225575051661,1.0
247,LMC,63.0,65.0,66.0,5,0.4472135954999579,1.0
247,LW,58.0,60.0,61.0,5,0.4472135954999579,1.0
247,MKT,70.0,71.0,73.0,5,0.0,0.0
247,SB,88.0,90.0,92.0,5,0.4472135954999579,1.0
251,HG,73.0,76.0,78.0,5,0.4472135954999579,1.0
251,HYW,81.0,85.0,89.0,5,0.4472135954999579,1.0
251,LMC,72.0,73.0,74.0,5,0.0,0.0
251,LW,67.0,68.0,69.0,5,0.0,0.0
251,MKT,82.0,83.0,84.0,5,0.0,0.0
251,SB,73.0,75.0,77.0,5,0.4472135954999579,1.0
252,HG,78.0,80.0,82.0,5,0.7071067811865476,2.0
252,HYW,87.0,90.0,93.0,5,0.5477225575051661,1.0
252,LMC,76.0,77.0,78.0,5,0.0,0.0
252,LW,71.0,72.0,73.0,5,0.0,0.0
252,MKT,84.0,86.0,87.0,5,0.4472135954999579,1.0
252,SB,79.0,81.0,83.0,5,0.4472135954999579,1.0
253,HG,76.0,78.0,81.0,5,0.0,0.0
