from_id,to_id,travel_time_p25,travel_time_p50,travel_time_p75,runs_present_p50,p50_run_sd,p50_run_range
544,SB,79.0,83.0,87.0,5,0.8366600265340756,2.0
545,HG,58.0,63.0,69.0,5,0.8366600265340756,2.0
545,HYW,52.0,55.0,57.0,5,0.5477225575051661,1.0
545,LMC,45.0,47.0,48.0,5,0.0,0.0
545,LW,40.0,42.0,43.0,5,0.0,0.0
545,MKT,43.0,45.0,48.0,5,0.4472135954999579,1.0
545,SB,94.0,97.0,100.0,5,0.5477225575051661,1.0
547,HG,54.0,60.0,65.0,5,0.8366600265340756,2.0
547,HYW,46.0,49.0,53.0,5,0.7071067811865476,2.0
547,LMC,37.0,41.0,44.0,5,0.0,0.0
547,LW,32.0,36.0,39.0,5,0.0,0.0
547,MKT,36.0,39.0,43.0,5,0.5477225575051661,1.0
547,SB,87.0,91.0,95.0,5,0.7071067811865476,2.0
548S,HG,60.0,67.0,75.0,5,2.1213203435596424,5.0
548S,HYW,52.0,57.0,64.0,5,1.224744871391589,3.0
548S,LMC,44.0,49.0,57.0,5,1.4832396974191324,4.0
548S,LW,39.0,44.0,52.0,5,1.4832396974191324,4.0
548S,MKT,43.0,47.0,55.0,5,1.224744871391589,3.0
548S,SB,94.0,99.0,107.0,5,1.0954451150103321,3.0
610S,HG,58.0,64.0,70.0,5,0.8366600265340756,2.0
610S,HYW,50.0,53.0,56.0,5,0.4472135954999579,1.0
610S,LMC,43.0,45.0,48.0,5,0.4472135954999579,1.0
610S,LW,38.0,40.0,43.0,5,0.4472135954999579,1.0
610S,MKT,41.0,44.0,46.0,5,0.4472135954999579,1.0
610S,SB,92.0,95.0,98.0,5,0.4472135954999579,1.0
620S,HG,70.0,77.0,84.0,5,0.8366600265340756,2.0
620S,HYW,38.0,45.0,51.0,5,1.3416407864998738,3.0
620S,LMC,49.0,52.0,58.0,5,0.8944271909999159,2.0
620S,LW,21.0,21.0,21.0,5,0.0,0.0
620S,MKT,23.0,29.0,36.0,5,1.51657508881031,3.0
620S,SB,100.0,108.0,114.0,5,1.6431676725154982,4.0
623,HG,57.0,62.0,67.0,5,0.8366600265340756,2.0
623,HYW,52.0,54.0,56.0,5,0.4472135954999579,1.0
623,LMC,44.0,46.0,48.0,5,0.4472135954999579,1.0
623,LW,39.0,41.0,43.0,5,0.4472135954999579,1.0
623,MKT,42.0,44.0,47.0,5,0.4472135954999579,1.0
623,SB,93.0,96.0,99.0,5,0.0,0.0
624S,HG,48.0,53.0,57.0,5,0.0,0.0
624S,HYW,38.0,40.0,43.0,5,0.5477225575051661,1.0
624S,LMC,30.0,32.0,33.0,5,0.0,0.0
624S,LW,25.0,27.0,28.0,5,0.0,0.0
624S,MKT,26.0,29.0,31.0,5,0.4472135954999579,1.0
624S,SB,81.0,83.0,86.0,5,0.0,0.0
625,HG,47.0,51.0,57.0,5,0.5477225575051661,1.0
625,HYW,36.0,38.0,39.0,5,0.0,0.0
625,LMC,28.0,29.0,31.0,5,0.0,0.0
625,LW,23.0,24.0,26.0,5,0.0,0.0
625,MKT,27.0,29.0,31.0,5,0.4472135954999579,1.0
625,SB,78.0,81.0,83.0,5,0.5477225575051661,1.0
626,HG,38.0,43.0,48.0,5,0.5477225575051661,1.0
626,HYW,33.0,35.0,38.0,5,0.5477225575051661,1.0
626,LMC,26.0,27.0,28.0,5,0.0,0.0
626,LW,21.0,22.0,23.0,5,0.0,0.0
626,MKT,24.0,26.0,28.0,5,0.4472135954999579,1.0
626,SB,75.0,78.0,80.0,5,0.5477225575051661,1.0
627,HG,39.0,44.0,49.0,5,0.5477225575051661,1.0
627,HYW,35.0,37.0,39.0,5,0.4472135954999579,1.0
627,LMC,24.0,25.0,26.0,5,0.0,0.0
627,LW,19.0,20.0,21.0,5,0.0,0.0
627,MKT,25.0,27.0,29.0,5,0.0,0.0
627,SB,76.0,78.0,81.0,5,0.4472135954999579,1.0
628,HG,44.0,49.0,54.0,5,0.4472135954999579,1.0
628,HYW,35.0,37.0,40.0,5,0.8366600265340756,2.0
628,LMC,25.0,27.0,28.0,5,0.4472135954999579,1.0
628,LW,20.0,22.0,23.0,5,0.4472135954999579,1.0
628,MKT,28.0,30.0,32.0,5,0.0,0.0
628,SB,79.0,82.0,85.0,5,0.0,0.0
631S,HYW,71.0,75.0,78.0,5,0.8366600265340756,2.0
631S,LMC,61.0,63.0,66.0,5,0.4472135954999579,1.0
631S,LW,56.0,58.0,61.0,5,0.4472135954999579,1.0
631S,MKT,67.0,69.0,72.0,5,1.0,2.0
634,HG,66.0,71.0,76.0,5,0.7071067811865476,2.0
634,HYW,57.0,59.0,62.0,5,0.4472135954999579,1.0
634,LMC,47.0,49.0,51.0,5,0.0,0.0
634,LW,42.0,44.0,46.0,5,0.0,0.0
634,MKT,48.0,50.0,52.0,5,0.4472135954999579,1.0
634,SB,100.0,103.0,105.0,5,0.5477225575051661,1.0
711S,HYW,97.0,109.0,119.0,5,2.1213203435596424,5.0
711S,LMC,89.0,104.0,117.0,5,3.3466401061363023,8.0
711S,LW,84.0,98.0,114.0,5,3.8470768123342687,9.0
711S,MKT,95.0,109.0,,5,2.701851217221259,7.0
720,HYW,75.0,89.0,,3,7.234178138070235,13.0
720,LMC,66.0,79.0,,3,2.8867513459481287,5.0
720,LW,61.0,74.0,,3,2.8867513459481287,5.0
720,MKT,91.0,106.0,,3,7.211102550927978,14.0
722S,HYW,51.0,56.0,60.0,5,0.8366600265340756,2.0
722S,LMC,44.0,46.0,47.0,5,0.5477225575051661,1.0
722S,LW,39.0,41.0,42.0,5,0.5477225575051661,1.0
722S,MKT,51.0,53.0,55.0,5,0.4472135954999579,1.0
723,HG,62.0,67.0,72.0,5,0.8366600265340756,2.0
723,HYW,40.0,46.0,50.0,5,0.8944271909999159,2.0
723,LMC,36.0,38.0,39.0,5,0.4472135954999579,1.0
723,LW,31.0,33.0,34.0,5,0.4472135954999579,1.0
723,MKT,43.0,45.0,47.0,5,0.5477225575051661,1.0
723,SB,97.0,99.0,101.0,5,0.4472135954999579,1.0
725,HYW,49.0,53.0,56.0,5,0.0,0.0
725,LMC,40.0,41.0,42.0,5,0.0,0.0
725,LW,35.0,36.0,37.0,5,0.0,0.0
725,MKT,46.0,48.0,50.0,5,0.0,0.0
726,HG,58.0,62.0,67.0,5,0.4472135954999579,1.0
726,HYW,40.0,45.0,49.0,5,0.5477225575051661,1.0
726,LMC,33.0,34.0,36.0,5,0.4472135954999579,1.0
726,LW,28.0,29.0,31.0,5,0.4472135954999579,1.0
726,MKT,39.0,41.0,43.0,5,0.0,0.0
726,SB,91.0,94.0,96.0,5,0.5477225575051661,1.0
729,HYW,53.0,58.0,62.0,5,0.5477225575051661,1.0
729,LMC,47.0,48.0,50.0,5,0.4472135954999579,1.0
729,LW,42.0,43.0,45.0,5,0.4472135954999579,1.0
729,MKT,53.0,55.0,58.0,5,0.0,0.0
729,SB,110.0,114.0,118.0,5,0.8944271909999159,2.0
732S,HYW,81.0,82.0,84.0,5,0.4472135954999579,1.0
732S,LMC,65.0,67.0,69.0,5,0.0,0.0
732S,LW,60.0,62.0,64.0,5,0.0,0.0
732S,MKT,72.0,73.0,75.0,5,0.0,0.0
732S,SB,110.0,114.0,118.0,5,0.4472135954999579,1.0
755,HG,94.0,98.0,102.0,5,0.8366600265340756,2.0
755,HYW,63.0,66.0,68.0,5,0.5477225575051661,1.0
755,LMC,48.0,50.0,52.0,5,0.4472135954999579,1.0
755,LW,43.0,45.0,47.0,5,0.4472135954999579,1.0
755,MKT,54.0,57.0,59.0,5,0.4472135954999579,1.0
755,SB,90.0,93.0,97.0,5,0.7071067811865476,2.0
756S,HG,98.0,102.0,108.0,5,1.140175425099138,3.0
756S,HYW,73.0,77.0,79.0,5,0.5477225575051661,1.0
756S,LMC,63.0,65.0,66.0,5,0.4472135954999579,1.0
756S,LW,58.0,60.0,61.0,5,0.4472135954999579,1.0
756S,MKT,69.0,71.0,73.0,5,0.4472135954999579,1.0
756S,SB,107.0,111.0,115.0,5,0.4472135954999579,1.0
757,HYW,88.0,90.0,92.0,5,0.0,0.0
757,LMC,75.0,76.0,77.0,5,0.0,0.0
757,LW,70.0,71.0,72.0,5,0.0,0.0
757,MKT,81.0,82.0,83.0,5,0.0,0.0
758,HG,74.0,79.0,83.0,5,0.0,0.0
758,HYW,66.0,67.0,69.0,5,0.0,0.0
758,LMC,51.0,52.0,53.0,5,0.0,0.0
758,LW,46.0,47.0,48.0,5,0.0,0.0
758,MKT,58.0,59.0,60.0,5,0.0,0.0
758,SB,87.0,91.0,95.0,5,0.7071067811865476,2.0
759,HG,102.0,105.0,108.0,5,0.4472135954999579,1.0
759,HYW,70.0,72.0,75.0,5,0.5477225575051661,1.0
759,LMC,56.0,57.0,59.0,5,0.0,0.0
759,LW,51.0,52.0,54.0,5,0.0,0.0
759,MKT,64.0,65.0,67.0,5,0.5477225575051661,1.0
759,SB,100.0,103.0,106.0,5,0.4472135954999579,1.0
820,HYW,115.0,118.0,,3,0.5773502691896257,1.0
820,LMC,105.0,110.0,114.0,5,0.7071067811865476,2.0
820,LW,99.0,104.0,107.0,5,0.5477225575051661,1.0
822,HYW,96.0,100.0,105.0,5,1.0954451150103321,3.0
822,LMC,80.0,84.0,89.0,5,0.4472135954999579,1.0
822,LW,75.0,79.0,84.0,5,0.4472135954999579,1.0
822,MKT,92.0,97.0,103.0,5,0.8944271909999159,2.0
825,HYW,110.0,115.0,118.0,5,0.5477225575051661,1.0
825,LMC,99.0,103.0,106.0,5,0.5477225575051661,1.0
825,LW,94.0,97.0,101.0,5,0.5477225575051661,1.0
826S,HYW,99.0,103.0,107.0,5,0.4472135954999579,1.0
826S,LMC,83.0,86.0,89.0,5,0.4472135954999579,1.0
826S,LW,78.0,81.0,84.0,5,0.4472135954999579,1.0
826S,MKT,96.0,101.0,106.0,5,0.7071067811865476,2.0
827,HYW,111.0,115.0,118.0,5,0.4472135954999579,1.0
827,LMC,99.0,102.0,107.0,5,1.3416407864998738,3.0
827,LW,94.0,97.0,101.0,5,0.8366600265340756,2.0
831,HG,113.0,118.0,,5,0.4472135954999579,1.0
831,HYW,104.0,107.0,110.0,5,0.4472135954999579,1.0
831,LMC,90.0,91.0,93.0,5,0.5477225575051661,1.0
831,LW,85.0,86.0,88.0,5,0.5477225575051661,1.0
831,MKT,103.0,105.0,107.0,5,0.5477225575051661,1.0
835,LMC,101.0,106.0,112.0,5,1.0,2.0
835,LW,95.0,101.0,106.0,5,0.5477225575051661,1.0
836,HG,98.0,103.0,110.0,5,1.0954451150103321,2.0
836,HYW,98.0,100.0,102.0,5,0.4472135954999579,1.0
836,LMC,83.0,84.0,86.0,5,0.4472135954999579,1.0
836,LW,78.0,79.0,81.0,5,0.4472135954999579,1.0
836,MKT,89.0,91.0,93.0,5,0.0,0.0
836,SB,112.0,114.0,116.0,5,0.5477225575051661,1.0
837,HG,101.0,108.0,115.0,5,0.5477225575051661,1.0
837,HYW,104.0,107.0,110.0,5,0.5477225575051661,1.0
837,LMC,88.0,89.0,91.0,5,0.5477225575051661,1.0
837,LW,83.0,84.0,86.0,5,0.5477225575051661,1.0
837,MKT,113.0,117.0,119.0,5,0.5477225575051661,1.0
838,HG,106.0,111.0,116.0,5,0.8366600265340756,2.0
838,HYW,103.0,104.0,105.0,5,0.4472135954999579,1.0
838,LMC,80.0,81.0,82.0,5,0.0,0.0
838,LW,75.0,76.0,77.0,5,0.0,0.0
838,MKT,94.0,96.0,97.0,5,0.0,0.0
839,HG,112.0,116.0,119.0,5,1.0954451150103321,3.0
839,HYW,111.0,114.0,116.0,5,0.4472135954999579,1.0
839,LMC,92.0,95.0,100.0,5,1.140175425099138,3.0
839,LW,87.0,90.0,94.0,5,1.140175425099138,3.0
839,MKT,107.0,109.0,112.0,5,0.0,0.0
950S,HG,108.0,114.0,119.0,5,1.0954451150103321,2.0
950S,HYW,114.0,117.0,119.0,5,0.0,0.0
950S,LMC,112.0,116.0,,5,0.4472135954999579,1.0
950S,LW,106.0,109.0,113.0,5,0.7071067811865476,2.0
950S,MKT,109.0,113.0,116.0,5,0.5477225575051661,1.0
950S,SB,84.0,87.0,90.0,5,0.7071067811865476,2.0
975,HG,87.0,92.0,96.0,5,0.5477225575051661,1.0
975,HYW,100.0,105.0,110.0,5,0.0,0.0
975,LMC,92.0,94.0,96.0,5,0.4472135954999579,1.0
975,LW,87.0,89.0,91.0,5,0.4472135954999579,1.0
975,MKT,109.0,112.0,115.0,5,0.8366600265340756,2.0
975,SB,90.0,94.0,99.0,5,0.5477225575051661,1.0
