"from_id","to_id","travel_time_p25","travel_time_p50","travel_time_p75","run"
"421","HG",87,96,103,27
"421","SB",62,66,71,27
"421","MKT",85,89,94,27
"421","HYW",94,98,103,27
"622","LW",47,55,65,27
"622","LMC",52,60,70,27
"622","HG",70,77,86,27
"622","SB",103,110,,27
"622","MKT",50,58,67,27
"622","HYW",61,68,76,27
"627","LW",19,21,22,27
"627","LMC",24,26,27,27
"627","HG",41,44,49,27
"627","SB",76,78,81,27
"627","MKT",25,27,29,27
"627","HYW",34,37,39,27
"728","LW",42,43,44,27
"728","LMC",47,48,49,27
"728","MKT",53,55,57,27
"728","HYW",54,58,62,27
"835","LW",96,100,105,27
"835","LMC",102,106,111,27
"838","LW",75,76,77,27
"838","LMC",80,81,82,27
"838","HG",105,111,116,27
"838","MKT",94,95,97,27
"838","HYW",103,104,106,27
"971","SB",106,112,118,27
"284","LW",57,58,59,28
"284","LMC",62,63,64,28
"284","HG",91,94,97,28
"284","SB",96,98,100,28
"284","MKT",67,68,70,28
"284","HYW",76,78,79,28
"421","LW",84,88,93,28
"421","LMC",89,93,99,28
"421","HG",89,97,104,28
"421","SB",62,66,73,28
"421","MKT",86,90,95,28
"421","HYW",95,99,104,28
"622","LW",47,54,66,28
"622","LMC",52,59,71,28
"622","HG",68,75,86,28
"622","SB",101,110,,28
"622","MKT",50,57,69,28
"622","HYW",60,67,78,28
"627","LW",19,20,22,28
"627","LMC",24,25,27,28
"627","HG",38,44,48,28
"627","SB",76,79,82,28
"627","MKT",25,27,29,28
"627","HYW",35,37,38,28
"728","LW",42,43,45,28
"728","LMC",47,48,50,28
"728","MKT",53,55,57,28
"728","HYW",55,60,64,28
"835","LW",94,99,105,28
"835","LMC",100,104,111,28
"835","HG",119,,,28
"838","LW",75,76,77,28
"838","LMC",80,81,82,28
"838","HG",105,110,117,28
"838","MKT",95,96,97,28
"838","HYW",103,104,105,28
"971","SB",106,112,119,28
"284","LW",57,58,59,29
"284","LMC",62,63,64,29
"284","HG",92,95,98,29
"284","SB",96,98,100,29
"284","MKT",67,68,70,29
"284","HYW",76,78,79,29
"421","LW",83,87,92,29
"421","LMC",88,92,98,29
"421","HG",87,96,102,29
"421","SB",63,66,71,29
"421","MKT",85,89,93,29
"421","HYW",94,98,102,29
"622","LW",46,52,64,29
"622","LMC",51,57,69,29
"622","HG",67,75,86,29
"622","SB",101,107,119,29
"622","MKT",50,53,66,29
"622","HYW",60,64,76,29
"627","LW",19,20,21,29
"627","LMC",24,25,26,29
"627","HG",40,44,49,29
"627","SB",76,78,81,29
"627","MKT",25,27,28,29
"627","HYW",35,36,38,29
"728","LW",42,43,44,29
"728","LMC",47,48,49,29
"728","MKT",53,55,56,29
"728","HYW",54,59,63,29
"835","LW",96,101,105,29
"835","LMC",102,106,112,29
"838","LW",75,76,77,29
"838","LMC",80,81,82,29
"838","HG",106,113,117,29
"838","MKT",94,96,96,29
"838","HYW",103,104,105,29
"971","SB",108,113,118,29
"284","LW",57,58,59,30
"284","LMC",62,63,64,30
"284","HG",91,95,98,30
"284","SB",96,98,100,30
"284","MKT",67,68,70,30
"284","HYW",76,78,79,30
"421","LW",83,86,91,30
"421","LMC",88,91,96,30
"421","HG",86,94,101,30
"421","SB",61,65,70,30
"421","MKT",84,88,92,30
"421","HYW",94,97,101,30
"622","LW",48,54,63,30
"622","LMC",53,59,68,30
"622","HG",68,75,87,30
"622","SB",104,110,119,30
"622","MKT",51,57,65,30
"622","HYW",61,67,74,30
"627","LW",19,20,22,30
"627","LMC",24,25,27,30
"627","HG",37,44,48,30
"627","SB",76,78,81,30
"627","MKT",24,27,29,30
"627","HYW",35,37,39,30
"728","LW",42,43,44,30
"728","LMC",47,48,49,30
"728","MKT",53,55,57,30
"728","HYW",55,60,63,30
"835","LW",94,99,105,30
"835","LMC",100,105,111,30
"838","LW",75,76,77,30
"838","LMC",80,81,82,30
"838","HG",105,110,116,30
"838","MKT",95,96,97,30
"838","HYW",103,104,105,30
"971","SB",107,113,119,30
